customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,log_loan_duration_mo,log_loan_amount,log_age_yrs
5810771,none,10,critical account - other non-bank loans,car (new),1231,< 100 DM,>= 7 years,3,male-single,none,4,real estate,32,none,own,2,unskilled-resident,2,none,no,0,2.302585092994046,7.115582126184454,3.4657359027997265
7823319,0 - 200 DM,15,current loans paid,radio/television,802,< 100 DM,>= 7 years,4,male-single,none,3,car or other,37,none,own,1,skilled,2,none,yes,1,2.70805020110221,6.687108607866515,3.6109179126442243
5303576,none,36,critical account - other non-bank loans,business,6304,unknown/none,>= 7 years,4,male-single,none,4,real estate,36,none,own,2,skilled,1,none,yes,0,3.58351893845611,8.748939631537715,3.58351893845611
3572402,none,24,current loans paid,radio/television,1533,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,car or other,38,stores,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.334981878871814,3.6375861597263857
3892416,< 0 DM,14,current loans paid,car (new),8978,< 100 DM,>= 7 years,1,male-divorced/separated,none,4,building society savings/life insurance,45,none,own,1,highly skilled,1,yes,no,1,2.6390573296152584,9.102532419341877,3.8066624897703196
4517508,none,24,current loans paid,radio/television,999,unknown/none,>= 7 years,4,male-single,none,2,car or other,25,none,own,2,skilled,1,none,yes,0,3.1780538303479458,6.906754778648554,3.2188758248682006
8060870,none,18,current loans paid,car (new),2662,unknown/none,4 - 7 years,4,male-single,none,3,building society savings/life insurance,32,none,own,1,skilled,1,none,no,0,2.8903717578961645,7.8868329989550565,3.4657359027997265
2081683,none,12,critical account - other non-bank loans,furniture/equipment,1402,500 - 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,4,car or other,37,none,rent,1,skilled,1,yes,yes,0,2.4849066497880004,7.2456550675945355,3.6109179126442243
6752061,0 - 200 DM,48,all loans at bank paid,car (new),12169,unknown/none,unemployed,4,male-single,co-applicant,4,unknown-none,36,none,for free,1,highly skilled,1,yes,yes,0,3.871201010907891,9.4066470133368,3.58351893845611
7081559,0 - 200 DM,48,current loans paid,radio/television,3060,< 100 DM,4 - 7 years,4,male-single,none,4,real estate,28,none,own,2,skilled,1,none,yes,1,3.871201010907891,8.026170194946426,3.332204510175204
9948056,< 0 DM,30,current loans paid,repairs,11998,< 100 DM,< 1 year,1,male-divorced/separated,none,1,unknown-none,34,none,own,1,unskilled-resident,1,yes,yes,1,3.4011973816621555,9.392495248213038,3.5263605246161616
4447932,none,9,current loans paid,radio/television,2697,< 100 DM,1 - 4 years,1,male-single,none,2,real estate,32,none,own,1,skilled,2,none,yes,0,2.1972245773362196,7.89989532313973,3.4657359027997265
5069388,none,18,critical account - other non-bank loans,radio/television,2404,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,26,none,own,2,skilled,1,none,yes,0,2.8903717578961645,7.784889295655098,3.258096538021482
5910940,< 0 DM,12,current loans paid,furniture/equipment,1262,unknown/none,>= 7 years,2,male-divorced/separated,none,4,building society savings/life insurance,49,none,own,1,unskilled-resident,1,yes,yes,0,2.4849066497880004,7.140453043101158,3.8918202981106265
3733764,none,6,current loans paid,furniture/equipment,4611,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,building society savings/life insurance,32,none,own,1,skilled,1,none,yes,1,1.791759469228055,8.436200032206706,3.4657359027997265
5012199,none,24,current loans paid,radio/television,1901,100 - 500 DM,1 - 4 years,4,male-single,none,4,car or other,29,none,rent,1,highly skilled,1,yes,yes,0,3.1780538303479458,7.550135342488429,3.367295829986474
6009011,none,15,critical account - other non-bank loans,car (used),3368,>= 1000 DM,>= 7 years,3,male-single,none,4,unknown-none,23,none,rent,2,skilled,1,yes,yes,0,2.70805020110221,8.122074375362217,3.1354942159291497
5953648,none,12,current loans paid,furniture/equipment,1574,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,50,none,own,1,skilled,1,none,yes,0,2.4849066497880004,7.3613754289773485,3.912023005428146
1511501,> 200 DM or salary assignment,18,all loans at bank paid,radio/television,1445,unknown/none,4 - 7 years,4,male-single,none,4,car or other,49,bank,own,1,unskilled-resident,1,none,yes,0,2.8903717578961645,7.275864600546533,3.8918202981106265
5113857,none,15,critical account - other non-bank loans,furniture/equipment,1520,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,63,none,own,1,skilled,1,none,yes,0,2.70805020110221,7.326465613840322,4.143134726391533
3627592,0 - 200 DM,24,critical account - other non-bank loans,car (new),3878,100 - 500 DM,< 1 year,4,male-divorced/separated,none,2,car or other,37,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,8.263074835802596,3.6109179126442243
8803488,< 0 DM,47,current loans paid,car (new),10722,< 100 DM,< 1 year,1,female-divorced/separated/married,none,1,real estate,35,none,own,1,unskilled-resident,1,yes,yes,0,3.8501476017100584,9.280052984387483,3.5553480614894135
9505849,< 0 DM,48,current loans paid,car (used),4788,< 100 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,26,none,own,1,skilled,2,none,yes,0,3.871201010907891,8.473868066677865,3.258096538021482
3200360,0 - 200 DM,48,past payment delays,other,7582,100 - 500 DM,unemployed,2,male-single,none,4,unknown-none,31,none,for free,1,highly skilled,1,yes,yes,0,3.871201010907891,8.93353229607628,3.4339872044851463
5155553,0 - 200 DM,12,current loans paid,radio/television,1092,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,4,real estate,49,none,own,2,skilled,1,yes,yes,0,2.4849066497880004,6.9957661563048505,3.8918202981106265
1380636,< 0 DM,24,past payment delays,radio/television,1024,< 100 DM,< 1 year,4,male-married/widowed,none,4,real estate,48,stores,own,1,skilled,1,none,yes,1,3.1780538303479458,6.931471805599453,3.871201010907891
3468954,none,12,current loans paid,business,1076,< 100 DM,1 - 4 years,2,male-married/widowed,none,2,real estate,26,none,own,1,skilled,1,yes,no,0,2.4849066497880004,6.98100574072173,3.258096538021482
1526208,0 - 200 DM,36,current loans paid,car (used),9398,< 100 DM,< 1 year,1,male-married/widowed,none,4,car or other,28,none,rent,1,highly skilled,1,yes,yes,1,3.58351893845611,9.14825217966276,3.332204510175204
2689247,< 0 DM,24,critical account - other non-bank loans,car (used),6419,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,44,none,for free,2,highly skilled,2,yes,yes,0,3.1780538303479458,8.767017621311778,3.784189633918261
2359358,> 200 DM or salary assignment,42,critical account - other non-bank loans,car (used),4796,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,56,none,for free,1,skilled,1,none,yes,0,3.7376696182833684,8.475537516147405,4.02535169073515
1099632,none,48,critical account - other non-bank loans,business,7629,unknown/none,>= 7 years,4,male-divorced/separated,none,2,car or other,46,bank,own,2,highly skilled,2,none,yes,0,3.871201010907891,8.93971205409023,3.828641396489095
3753189,0 - 200 DM,48,current loans paid,furniture/equipment,9960,< 100 DM,< 1 year,1,female-divorced/separated/married,none,2,car or other,26,none,own,1,skilled,1,yes,yes,1,3.871201010907891,9.206332350578643,3.258096538021482
9668162,none,12,current loans paid,car (used),4675,unknown/none,< 1 year,1,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled,1,none,yes,0,2.4849066497880004,8.449984441722787,2.995732273553991
4302438,none,10,current loans paid,car (new),1287,unknown/none,>= 7 years,4,male-single,co-applicant,2,building society savings/life insurance,45,none,own,1,unskilled-resident,1,none,no,0,2.302585092994046,7.160069207596127,3.8066624897703196
1985883,none,18,current loans paid,furniture/equipment,2515,< 100 DM,1 - 4 years,3,male-single,none,4,real estate,43,none,own,1,skilled,1,yes,yes,0,2.8903717578961645,7.83002808253384,3.7612001156935624
7530685,0 - 200 DM,21,critical account - other non-bank loans,furniture/equipment,2745,>= 1000 DM,4 - 7 years,3,male-single,none,2,car or other,32,none,own,2,skilled,1,yes,yes,0,3.044522437723423,7.917536353943631,3.4657359027997265
3965440,none,6,current loans paid,car (new),672,< 100 DM,unemployed,1,female-divorced/separated/married,none,4,real estate,54,none,own,1,unemployed-unskilled-non-resident,1,yes,yes,0,1.791759469228055,6.51025834052315,3.9889840465642745
9545127,0 - 200 DM,36,no credit - paid,radio/television,3804,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,car or other,42,none,own,1,skilled,1,yes,yes,1,3.58351893845611,8.24380842366528,3.7376696182833684
2663117,> 200 DM or salary assignment,24,critical account - other non-bank loans,car (new),1344,unknown/none,4 - 7 years,4,male-single,none,2,real estate,37,bank,own,2,unskilled-resident,2,none,yes,1,3.1780538303479458,7.203405521083095,3.6109179126442243
8785566,< 0 DM,10,critical account - other non-bank loans,car (new),1038,< 100 DM,4 - 7 years,4,male-single,co-applicant,3,building society savings/life insurance,49,none,own,2,skilled,1,yes,yes,0,2.302585092994046,6.945051063725834,3.8918202981106265
8697852,none,48,critical account - other non-bank loans,car (new),10127,500 - 1000 DM,1 - 4 years,2,male-single,none,2,unknown-none,44,bank,for free,1,skilled,1,none,yes,1,3.871201010907891,9.222960403332285,3.784189633918261
9910337,none,6,current loans paid,furniture/equipment,1543,>= 1000 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,33,none,own,1,skilled,1,none,yes,0,1.791759469228055,7.341483852363161,3.4965075614664802
7200952,none,30,current loans paid,car (used),4811,unknown/none,4 - 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,24,stores,rent,1,unskilled-resident,1,none,yes,0,3.4011973816621555,8.478660241699453,3.1780538303479458
2482842,< 0 DM,12,current loans paid,radio/television,727,100 - 500 DM,< 1 year,4,male-married/widowed,none,3,unknown-none,33,none,own,1,unskilled-resident,1,yes,yes,1,2.4849066497880004,6.588926477533519,3.4965075614664802
5873455,0 - 200 DM,8,current loans paid,furniture/equipment,1237,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,4,real estate,24,none,own,1,skilled,1,none,yes,1,2.0794415416798357,7.1204443723924875,3.1780538303479458
9224996,0 - 200 DM,9,current loans paid,car (new),276,< 100 DM,1 - 4 years,4,male-married/widowed,none,4,real estate,22,none,rent,1,unskilled-resident,1,none,yes,0,2.1972245773362196,5.62040086571715,3.091042453358316
9804740,0 - 200 DM,48,current loans paid,other,5381,unknown/none,unemployed,3,male-single,none,4,unknown-none,40,bank,for free,1,unemployed-unskilled-non-resident,1,yes,yes,0,3.871201010907891,8.59062950948942,3.6888794541139363
5724920,none,24,current loans paid,furniture/equipment,5511,100 - 500 DM,1 - 4 years,4,male-single,none,1,car or other,25,stores,own,1,skilled,1,none,yes,0,3.1780538303479458,8.614501373883236,3.2188758248682006
5401207,> 200 DM or salary assignment,24,current loans paid,furniture/equipment,3749,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,car or other,26,none,own,1,skilled,1,none,yes,0,3.1780538303479458,8.229244416735913,3.258096538021482
6883393,0 - 200 DM,12,current loans paid,car (new),685,< 100 DM,4 - 7 years,2,male-married/widowed,none,3,car or other,25,bank,own,1,unskilled-resident,1,none,yes,1,2.4849066497880004,6.529418838262226,3.2188758248682006
9941505,> 200 DM or salary assignment,4,current loans paid,car (new),1494,unknown/none,< 1 year,1,male-single,none,2,real estate,29,none,own,1,unskilled-resident,2,none,no,0,1.3862943611198906,7.309212365692763,3.367295829986474
1310810,< 0 DM,36,all loans at bank paid,furniture/equipment,2746,< 100 DM,>= 7 years,4,male-single,none,4,car or other,31,bank,own,1,skilled,1,none,yes,1,3.58351893845611,7.917900586327916,3.4339872044851463
6083949,< 0 DM,12,current loans paid,furniture/equipment,708,< 100 DM,1 - 4 years,2,male-single,guarantor,3,building society savings/life insurance,38,none,own,1,unskilled-resident,2,none,yes,0,2.4849066497880004,6.56244409369372,3.6375861597263857
7464596,0 - 200 DM,24,current loans paid,furniture/equipment,4351,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,48,none,own,1,unskilled-resident,1,yes,yes,0,3.1780538303479458,8.37816098272068,3.871201010907891
2298828,none,12,critical account - other non-bank loans,education,701,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,32,none,own,2,skilled,1,none,yes,0,2.4849066497880004,6.55250788703459,3.4657359027997265
2953405,< 0 DM,15,past payment delays,furniture/equipment,3643,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,27,none,own,2,unskilled-resident,1,none,yes,0,2.70805020110221,8.200562797008564,3.295836866004329
5680012,0 - 200 DM,30,critical account - other non-bank loans,car (new),4249,< 100 DM,unemployed,4,male-married/widowed,none,2,car or other,28,none,own,2,highly skilled,1,none,yes,1,3.4011973816621555,8.354438940114811,3.332204510175204
3243360,< 0 DM,24,current loans paid,radio/television,1938,< 100 DM,< 1 year,4,male-divorced/separated,none,3,building society savings/life insurance,32,none,own,1,skilled,1,none,yes,1,3.1780538303479458,7.569411792450712,3.4657359027997265
6960053,< 0 DM,24,current loans paid,car (used),2910,< 100 DM,4 - 7 years,2,male-single,none,1,unknown-none,34,none,for free,1,highly skilled,1,yes,yes,0,3.1780538303479458,7.975908360165538,3.5263605246161616
8870244,< 0 DM,18,current loans paid,furniture/equipment,2659,>= 1000 DM,1 - 4 years,4,male-single,none,2,car or other,28,none,own,1,skilled,1,none,yes,0,2.8903717578961645,7.88570539124302,3.332204510175204
9717422,none,18,critical account - other non-bank loans,car (new),1028,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,3,real estate,36,none,own,2,skilled,1,none,yes,0,2.8903717578961645,6.93537044601511,3.58351893845611
9554635,< 0 DM,8,critical account - other non-bank loans,car (new),3398,< 100 DM,4 - 7 years,1,male-single,none,4,real estate,39,none,own,2,unskilled-resident,1,none,no,0,2.0794415416798357,8.130942302231878,3.6635616461296463
3536846,none,12,critical account - other non-bank loans,furniture/equipment,5801,unknown/none,>= 7 years,2,male-single,none,4,building society savings/life insurance,49,none,rent,1,skilled,1,yes,yes,0,2.4849066497880004,8.665785595466064,3.8918202981106265
7951981,none,24,current loans paid,car (new),1525,>= 1000 DM,4 - 7 years,4,female-divorced/separated/married,none,3,car or other,34,none,own,1,skilled,2,yes,yes,0,3.1780538303479458,7.329749689041512,3.5263605246161616
5678097,> 200 DM or salary assignment,36,current loans paid,radio/television,4473,< 100 DM,>= 7 years,4,male-single,none,2,car or other,31,none,own,1,skilled,1,none,yes,0,3.58351893845611,8.405814603432848,3.4339872044851463
1771168,0 - 200 DM,6,current loans paid,radio/television,1068,< 100 DM,>= 7 years,4,male-single,none,4,car or other,28,none,own,1,skilled,2,none,yes,0,1.791759469228055,6.97354301952014,3.332204510175204
7161704,< 0 DM,24,critical account - other non-bank loans,car (used),6615,< 100 DM,unemployed,2,male-single,none,4,unknown-none,75,none,for free,2,highly skilled,1,yes,yes,0,3.1780538303479458,8.797095076549056,4.31748811353631
8866806,none,18,critical account - other non-bank loans,education,1864,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,2,real estate,30,none,own,2,skilled,1,none,yes,1,2.8903717578961645,7.530479995245536,3.4011973816621555
3955252,0 - 200 DM,60,current loans paid,car (new),7408,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,24,none,own,1,highly skilled,1,none,yes,1,4.0943445622221,8.910315776326016,3.1780538303479458
2239899,none,48,critical account - other non-bank loans,car (used),11590,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,24,bank,rent,2,unskilled-resident,1,none,yes,1,3.871201010907891,9.357897936333798,3.1780538303479458
6209500,< 0 DM,24,no credit - paid,furniture/equipment,4110,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,23,bank,rent,2,skilled,2,none,yes,1,3.1780538303479458,8.32117830749028,3.1354942159291497
7504124,< 0 DM,6,critical account - other non-bank loans,furniture/equipment,3384,< 100 DM,1 - 4 years,1,male-divorced/separated,none,4,real estate,44,none,rent,1,highly skilled,1,yes,yes,1,1.791759469228055,8.126813720726114,3.784189633918261
1114455,0 - 200 DM,13,current loans paid,radio/television,2101,< 100 DM,< 1 year,2,female-divorced/separated/married,guarantor,4,building society savings/life insurance,23,none,own,1,unskilled-resident,1,none,yes,0,2.5649493574615367,7.650168700845001,3.1354942159291497
1803583,< 0 DM,15,current loans paid,domestic appliances,1275,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,24,none,rent,1,skilled,1,none,yes,1,2.70805020110221,7.150701457592526,3.1780538303479458
8565471,< 0 DM,24,current loans paid,furniture/equipment,4169,< 100 DM,1 - 4 years,4,male-single,none,4,building society savings/life insurance,28,none,own,1,skilled,1,none,yes,0,3.1780538303479458,8.335431477880796,3.332204510175204
5974627,0 - 200 DM,10,current loans paid,furniture/equipment,1521,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,car or other,31,none,own,1,unskilled-resident,1,none,yes,0,2.302585092994046,7.327123292259293,3.4339872044851463
6416552,0 - 200 DM,24,critical account - other non-bank loans,education,5743,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,unknown-none,24,none,for free,2,skilled,1,yes,yes,0,3.1780538303479458,8.655737000864297,3.1780538303479458
5807460,< 0 DM,21,current loans paid,furniture/equipment,3599,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,4,car or other,26,none,rent,1,unskilled-resident,1,none,yes,0,3.044522437723423,8.188411308079031,3.258096538021482
4314639,0 - 200 DM,18,current loans paid,radio/television,3213,500 - 1000 DM,< 1 year,1,male-married/widowed,none,3,real estate,25,none,rent,1,skilled,1,none,yes,0,2.8903717578961645,8.074960359115858,3.2188758248682006
3529638,0 - 200 DM,18,current loans paid,business,4439,< 100 DM,>= 7 years,1,male-single,co-applicant,1,real estate,33,bank,own,1,highly skilled,1,yes,yes,0,2.8903717578961645,8.398184404834035,3.4965075614664802
1222158,> 200 DM or salary assignment,10,current loans paid,car (new),3949,< 100 DM,< 1 year,1,male-single,guarantor,1,building society savings/life insurance,37,none,own,1,unskilled-resident,2,none,yes,0,2.302585092994046,8.28121766128665,3.6109179126442243
1440915,none,15,critical account - other non-bank loans,radio/television,1459,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,43,none,own,1,unskilled-resident,1,none,yes,0,2.70805020110221,7.285506548522785,3.7612001156935624
3930437,0 - 200 DM,13,critical account - other non-bank loans,radio/television,882,< 100 DM,< 1 year,4,male-single,guarantor,4,real estate,23,none,own,2,skilled,1,none,yes,0,2.5649493574615367,6.782192056006791,3.1354942159291497
6612328,0 - 200 DM,24,current loans paid,radio/television,3758,500 - 1000 DM,unemployed,1,female-divorced/separated/married,none,4,unknown-none,23,none,rent,1,unemployed-unskilled-non-resident,1,none,yes,0,3.1780538303479458,8.231642179973411,3.1354942159291497
9945625,none,6,past payment delays,business,1743,100 - 500 DM,1 - 4 years,1,male-single,none,2,real estate,34,none,own,2,unskilled-resident,1,none,yes,0,1.791759469228055,7.463363045520021,3.5263605246161616
5001052,0 - 200 DM,9,critical account - other non-bank loans,education,1136,>= 1000 DM,>= 7 years,4,male-single,none,3,unknown-none,32,none,for free,2,skilled,2,none,yes,1,2.1972245773362196,7.035268599281097,3.4657359027997265
4733785,none,9,current loans paid,domestic appliances,1236,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,real estate,23,none,rent,1,skilled,1,yes,yes,0,2.1972245773362196,7.119635638017636,3.1354942159291497
1525448,0 - 200 DM,9,current loans paid,furniture/equipment,959,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,2,car or other,29,none,own,1,skilled,1,none,no,1,2.1972245773362196,6.8658910748834385,3.367295829986474
6875226,none,18,critical account - other non-bank loans,car (used),3229,unknown/none,unemployed,2,male-single,none,4,unknown-none,38,none,own,1,highly skilled,1,yes,yes,0,2.8903717578961645,8.079927770758275,3.6375861597263857
6189987,< 0 DM,12,no credit - paid,radio/television,6199,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,28,none,rent,2,skilled,1,yes,yes,1,2.4849066497880004,8.73214326770192,3.332204510175204
1690342,none,10,current loans paid,education,727,500 - 1000 DM,>= 7 years,4,male-single,none,4,unknown-none,46,none,for free,1,skilled,1,yes,yes,0,2.302585092994046,6.588926477533519,3.828641396489095
5643344,0 - 200 DM,24,current loans paid,car (new),1246,< 100 DM,< 1 year,4,male-single,none,2,real estate,23,stores,own,1,unskilled-resident,1,none,yes,1,3.1780538303479458,7.1276936993473985,3.1354942159291497
9430378,none,12,critical account - other non-bank loans,radio/television,2331,unknown/none,>= 7 years,1,male-single,co-applicant,4,real estate,49,none,own,1,skilled,1,yes,yes,0,2.4849066497880004,7.754052639035757,3.8918202981106265
9982432,none,36,past payment delays,radio/television,4463,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,26,none,own,2,highly skilled,1,yes,yes,1,3.58351893845611,8.40357646462927,3.258096538021482
4344490,none,12,current loans paid,radio/television,776,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,real estate,28,none,own,1,skilled,1,none,yes,0,2.4849066497880004,6.654152520183219,3.332204510175204
4256428,< 0 DM,30,current loans paid,furniture/equipment,2406,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,real estate,23,none,rent,1,skilled,1,none,yes,1,3.4011973816621555,7.785720896534624,3.1354942159291497
9723360,0 - 200 DM,18,current loans paid,education,1239,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,61,none,for free,1,skilled,1,none,yes,0,2.8903717578961645,7.122059881629142,4.110873864173311
6762528,> 200 DM or salary assignment,12,current loans paid,radio/television,3399,unknown/none,>= 7 years,2,male-single,none,3,car or other,37,none,own,1,highly skilled,1,none,yes,0,2.4849066497880004,8.131236549696116,3.6109179126442243
5280442,> 200 DM or salary assignment,12,past payment delays,car (new),2247,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,36,stores,own,2,skilled,1,yes,yes,0,2.4849066497880004,7.717351272185329,3.58351893845611
7631660,none,6,current loans paid,furniture/equipment,1766,< 100 DM,1 - 4 years,1,male-married/widowed,none,2,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,0,1.791759469228055,7.476472381163905,3.044522437723423
9842159,< 0 DM,18,current loans paid,furniture/equipment,2473,< 100 DM,unemployed,4,male-single,none,1,car or other,25,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1,2.8903717578961645,7.813187267521416,3.2188758248682006
3343196,none,12,current loans paid,business,1542,< 100 DM,4 - 7 years,2,male-single,none,4,car or other,36,none,own,1,skilled,1,yes,yes,0,2.4849066497880004,7.340835554123275,3.58351893845611
1342256,none,18,critical account - other non-bank loans,car (used),3850,< 100 DM,4 - 7 years,3,male-single,none,1,car or other,27,none,own,2,skilled,1,none,yes,0,2.8903717578961645,8.25582842728183,3.295836866004329
7966598,< 0 DM,18,current loans paid,furniture/equipment,3650,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,car or other,22,none,rent,1,skilled,1,none,yes,0,2.8903717578961645,8.202482446576537,3.091042453358316
9974040,< 0 DM,36,current loans paid,furniture/equipment,3446,< 100 DM,>= 7 years,4,male-single,none,2,car or other,42,none,own,1,skilled,2,none,yes,1,3.58351893845611,8.144969417087875,3.7376696182833684
9518729,0 - 200 DM,18,current loans paid,furniture/equipment,3001,< 100 DM,4 - 7 years,2,female-divorced/separated/married,none,4,real estate,40,none,rent,1,skilled,1,none,yes,0,2.8903717578961645,8.006700845440367,3.6888794541139363
6655507,none,36,current loans paid,car (new),3079,unknown/none,1 - 4 years,4,male-single,none,4,real estate,36,none,own,1,skilled,1,none,yes,0,3.58351893845611,8.0323601479245,3.58351893845611
1296391,none,18,critical account - other non-bank loans,radio/television,6070,< 100 DM,>= 7 years,3,male-single,none,4,car or other,33,none,own,2,skilled,1,yes,yes,0,2.8903717578961645,8.711113884053544,3.4965075614664802
2366810,none,10,critical account - other non-bank loans,furniture/equipment,2146,< 100 DM,< 1 year,1,female-divorced/separated/married,none,3,real estate,23,none,rent,2,skilled,1,none,yes,0,2.302585092994046,7.671360923190644,3.1354942159291497
1470952,none,60,critical account - other non-bank loans,car (new),13756,unknown/none,>= 7 years,2,male-single,none,4,unknown-none,63,bank,for free,1,highly skilled,1,yes,yes,0,4.0943445622221,9.529230371552156,4.143134726391533
4427304,0 - 200 DM,60,all loans at bank paid,other,14782,100 - 500 DM,>= 7 years,3,female-divorced/separated/married,none,4,unknown-none,60,bank,for free,2,highly skilled,1,yes,yes,1,4.0943445622221,9.601165503344832,4.0943445622221
3112559,< 0 DM,48,all loans at bank paid,business,7685,< 100 DM,4 - 7 years,2,female-divorced/separated/married,guarantor,4,car or other,37,none,rent,1,skilled,1,none,yes,1,3.871201010907891,8.947025655972697,3.6109179126442243
4850866,none,18,past payment delays,radio/television,2320,< 100 DM,unemployed,2,male-married/widowed,none,3,real estate,34,none,own,2,skilled,1,none,yes,0,2.8903717578961645,7.749322464660356,3.5263605246161616
1019796,none,7,past payment delays,radio/television,846,unknown/none,>= 7 years,3,male-single,none,4,unknown-none,36,none,for free,1,skilled,1,none,yes,0,1.9459101490553132,6.740519359606223,3.58351893845611
1707851,0 - 200 DM,36,current loans paid,car (new),14318,< 100 DM,>= 7 years,4,male-single,none,2,unknown-none,57,none,for free,1,highly skilled,1,yes,yes,1,3.58351893845611,9.56927276595613,4.04305126783455
4197078,none,6,critical account - other non-bank loans,car (new),362,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,52,none,own,2,unskilled-resident,1,none,yes,0,1.791759469228055,5.8916442118257715,3.9512437185814275
6008260,< 0 DM,20,current loans paid,furniture/equipment,2212,unknown/none,4 - 7 years,4,male-single,none,4,car or other,39,none,own,1,skilled,1,yes,yes,0,2.995732273553991,7.701652362642226,3.6635616461296463
4238613,0 - 200 DM,18,current loans paid,car (used),12976,< 100 DM,unemployed,3,female-divorced/separated/married,none,4,unknown-none,38,none,for free,1,highly skilled,1,yes,yes,1,2.8903717578961645,9.470856776355195,3.6375861597263857
8881848,none,22,current loans paid,car (new),1283,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,25,none,rent,1,skilled,1,none,yes,0,3.091042453358316,7.1569563646156364,3.2188758248682006
1176152,> 200 DM or salary assignment,12,current loans paid,car (new),1330,< 100 DM,< 1 year,4,male-single,none,1,real estate,26,none,own,1,skilled,1,none,yes,0,2.4849066497880004,7.1929342212158,3.258096538021482
5328999,none,30,past payment delays,business,4272,100 - 500 DM,1 - 4 years,2,male-single,none,2,building society savings/life insurance,26,none,own,2,unskilled-resident,1,none,yes,0,3.4011973816621555,8.35983738064003,3.258096538021482
2017205,none,18,critical account - other non-bank loans,radio/television,2238,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,1,car or other,25,none,own,2,skilled,1,none,yes,0,2.8903717578961645,7.71333788887187,3.2188758248682006
9326362,none,18,current loans paid,radio/television,1126,unknown/none,< 1 year,4,female-divorced/separated/married,none,2,real estate,21,none,rent,1,skilled,1,yes,yes,0,2.8903717578961645,7.026426808699636,3.044522437723423
6571397,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,7374,< 100 DM,unemployed,4,male-single,none,4,building society savings/life insurance,40,stores,own,2,highly skilled,1,yes,yes,0,2.8903717578961645,8.90571557879409,3.6888794541139363
8705378,0 - 200 DM,15,critical account - other non-bank loans,business,2326,500 - 1000 DM,1 - 4 years,2,male-single,none,4,car or other,27,bank,own,1,skilled,1,none,yes,0,2.70805020110221,7.75190533307861,3.295836866004329
3969916,none,9,current loans paid,business,1449,< 100 DM,4 - 7 years,3,female-divorced/separated/married,none,2,car or other,27,none,own,2,skilled,1,none,yes,0,2.1972245773362196,7.278628942320682,3.295836866004329
